ignore if not empty;modname;modurl;dependencies;Tags;Modpack;Notes;edited;moddesc;ModDB URL;Forum URL;imported
;cellestial;https://github.com/appgurueu/cellestial;cmdlib hud_timers modlib ;;;;;[Cellular Automata] Simulates 3D cellular automata;https://content.minetest.net/packages/LMD/cellestial/;https://forum.minetest.net/viewtopic.php?t=24456;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;benchmark_engine;https://github.com/theFox6/benchmark_engine;modutil ;;;;;[Benchmark Engine] Engine for running benchmarks ingame.;https://content.minetest.net/packages/theFox/benchmark_engine/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;colorscreens;;;;;;;[Colorscreens] Decorations that can also be used as an actual greenscreen or other colorscreen.;https://content.minetest.net/packages/DELTA_FORCE/colorscreens/;https://forum.minetest.net/viewtopic.php?t=21920;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;xentom;https://github.com/Tomracer/XenTom;;;;;;[XenTom Tools] It adds more tools and some new blocks...;https://content.minetest.net/packages/tomracer/xentom/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;mid_measure;https://github.com/ClobberXD/mid_measure;;;;;;[Mid Measure] Quickly get the distance between two nodes and calculate their mid-point;https://content.minetest.net/packages/ANAND/mid_measure/;https://forum.minetest.net/viewtopic.php?t=20137;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;redef;https://gitlab.com/4w/redef;default ;;;;;[Minor Redefinitions] Changes smaller things that are issues for either Minetest or Minetest Game that are technically fixable but won�t be fixed due to several non-technical reasons.;https://content.minetest.net/packages/Linuxdirk/redef/;https://forum.minetest.net/viewtopic.php?t=24297;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;vps_blocker;https://github.com/Lejo1/vps_blocker;;;;;;[VPS Blocker] Block players using vpns, proxys or other hosting services;https://content.minetest.net/packages/Lejo/vps_blocker/;https://forum.minetest.net/viewtopic.php?t=22042;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;editor_insecure_lua;https://github.com/rubenwardy/editor_insecure_lua;editor ;;;;;[Insecure Lua Editor] Gives each player a virtual filesystem, and allows them edit files and run unrestricted lua code.;https://content.minetest.net/packages/rubenwardy/editor_insecure_lua/;https://forum.minetest.net/viewtopic.php?t=15420;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;playerinfo;https://github.com/Niwla23/playerinfo/;;;;;;[PlayerInfo] Players can set their info and others can see it;https://content.minetest.net/packages/niwla23/playerinfo/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;formspeclib;https://git.minetest.land/luk3yx/formspeclib;;;;;;[formspeclib] Making formspecs great again�!;https://content.minetest.net/packages/luk3yx/formspeclib/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;orecutting;https://github.com/bell07/minetest-orecutting;;;;;;[Orecutting] Ore mining helper;https://content.minetest.net/packages/bell07/orecutting/;https://forum.minetest.net/viewtopic.php?t=18305;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;adv_chat;https://github.com/appgurueu/adv_chat;modlib ;;;;;[Advanced Chat] A library for advanced chatting.;https://content.minetest.net/packages/LMD/adv_chat/;https://forum.minetest.net/viewtopic.php?t=22845;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;atchat;;;;;;;[@-Chat] Adds an alternative Private Message (PM) system;https://content.minetest.net/packages/orwell/atchat/;https://forum.minetest.net/viewtopic.php?t=13593;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;entitycontrol;https://github.com/Noodlemire/entitycontrol;;;;;;[Entity Control Function Library] Adds functions to override and unregister entities.;https://content.minetest.net/packages/Noodlemire/entitycontrol/;https://forum.minetest.net/viewtopic.php?t=20264;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;diamonds_burn;https://gitlab.com/h2mm/diamonds_burn;default ;;;;;[Burnable Diamonds] Make diamonds useable as fuel;https://content.minetest.net/packages/Hume2/diamonds_burn/;https://forum.minetest.net/viewtopic.php?t=22169;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;staffchan;https://gitlab.com/xenonca/staffchan;default ;;;;;[Staff Channel] Write messages only to staff;https://content.minetest.net/packages/_Xenon/staffchan/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;stopwatch;https://bitbucket.org/sorcerykid/stopwatch;;;;;;[Stopwatch] Stopwatch is Lua-based benchmarking API for Minetest developers;https://content.minetest.net/packages/sorcerykid/stopwatch/;https://forum.minetest.net/viewtopic.php?t=20699;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;opening_hours;https://github.com/minetest-mods/opening_hours;;;;;;[Opening Hours] Limits the days and hours a server is open to players.;https://content.minetest.net/packages/texmex/opening_hours/;https://forum.minetest.net/viewtopic.php?t=18168;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;cracked_castle;https://gitlab.com/pampogokiraly/cracked-castle-mod;;;;;;[Cracked Castle] Nodes to help you making an old broken castle!;https://content.minetest.net/packages/pampogokiraly/cracked_castle/;https://forum.minetest.net/viewtopic.php?t=24435;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;pm_sound;https://github.com/LoneWolfHT/pm_sound;;;;;;[PM Plus] Colors Private messages in chat and plays a notification sound to players that are messaged;https://content.minetest.net/packages/Lone_Wolf/pm_sound/;https://forum.minetest.net/viewtopic.php?t=21481;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;polygraph;https://bitbucket.org/sorcerykid/polygraph;;;;;;[Polygraph] Polygraph is a formspec-based charting API, providing a rich set of output parameters and custom rendering hooks within an object-oriented framework.;https://content.minetest.net/packages/sorcerykid/polygraph/;https://forum.minetest.net/viewtopic.php?t=20734;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;announce;https://gitlab.com/admicos/minetest-announce;;;;;;[Basic Announcement System] Server announcements in chat;https://content.minetest.net/packages/admicos/announce/;https://forum.minetest.net/viewtopic.php?t=16823;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;random_api;https://github.com/nwdamgaard/random_api.git;;;;;;[Random API] Provides a simple-to-use framework for selecting random objects with probabilities;https://content.minetest.net/packages/TheFanne/random_api/;https://forum.minetest.net/viewtopic.php?t=23092;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;nitro_digger;https://github.com/nri-1/nitro_digger;;;;;;[Nitro Digger] Adds a tool that removes nodes quickly.;https://content.minetest.net/packages/nri/nitro_digger/;https://forum.minetest.net/viewtopic.php?t=22493;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;climate_api;https://github.com/t-affeldt/climate_api;;;;;;[Climate API] A powerful engine for weather presets and visual effects. Requires a weather pack like Regional Weather.;https://content.minetest.net/packages/TestificateMods/climate_api/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;shortnames;https://github.com/Niwla23/shortnames;;;;;;[Short Names for worldedit] Adds short number aliases to some nodes like in MC;https://content.minetest.net/packages/niwla23/shortnames/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;lib_chatcmdbuilder;https://github.com/rubenwardy/ChatCmdBuilder;;;;;;[Chat Command Builder] A library to make registering chat commands easier;https://content.minetest.net/packages/rubenwardy/lib_chatcmdbuilder/;https://forum.minetest.net/viewtopic.php?t=14899;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;wireworldx;https://github.com/KrzysztofJeszke/wireworldx;default ;;;;;[Wireworld extended] Wireworld is an cellular automaton suited to simulating electronic logic;https://content.minetest.net/packages/Flamore/wireworldx/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;sendstack;https://github.com/ChimneySwift/sendstack;;;;;;[Send Stack] Adds a command to send the stack you are holding to another player (requires ban priv);https://content.minetest.net/packages/ChimneySwift/sendstack/;https://forum.minetest.net/viewtopic.php?t=19125;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;sloweater;https://repo.or.cz/minetest_sloweater.git;;;;;;[Slow Eater] After eating something, the player must wait for 5 seconds before eating again.;https://content.minetest.net/packages/Wuzzy/sloweater/;https://forum.minetest.net/viewtopic.php?t=20954;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;notices;https://github.com/LoneWolfHT/notices;;;;;;[Notices] Adds chatcommands server staff can use for announcements;https://content.minetest.net/packages/Lone_Wolf/notices/;https://forum.minetest.net/viewtopic.php?t=24191;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;phycurr;https://gitlab.com/admicos/minetest-phycurr;;;;;;[Physical Currency] Physical (item) currency;https://content.minetest.net/packages/admicos/phycurr/;https://forum.minetest.net/viewtopic.php?t=22466;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;caps_alert;https://github.com/ClobberXD/caps_alert;;;;;;[Caps Alert] Catches chat messages with all-caps and warns / kicks players.;https://content.minetest.net/packages/ANAND/caps_alert/;https://forum.minetest.net/viewtopic.php?t=20089;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;chat_anticurse;https://github.com/minetest-mods/chat_anticurse;;;;;;[Chat Anticurse] Kick player out when they type a curse word in chat or using /me or /msg command.;https://content.minetest.net/packages/lag01/chat_anticurse/;https://forum.minetest.net/viewtopic.php?t=12617;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;report;https://github.com/rubenwardy/report;email ;;;;;[Report] Allows players to report misconduct or bugs using /report.;https://content.minetest.net/packages/rubenwardy/report/;https://forum.minetest.net/viewtopic.php?t=13752;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;fsc;https://github.com/sofar/fsc;;;;;;[Fsc] Easier method for creating better and more secure formspecs.;https://content.minetest.net/packages/sofar/fsc/;https://forum.minetest.net/viewtopic.php?t=19203;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;telegram;https://github.com/neko259/telegram;default ;;;;;[Telegram] Integration with telegram messenger chat;https://content.minetest.net/packages/neko259/telegram/;https://forum.minetest.net/viewtopic.php?t=21936;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;falling_dirt;https://github.com/karlexceed/falling_dirt.git;default ;;;;;[Falling Dirt] Makes dirt nodes fall just like sand and gravel.;https://content.minetest.net/packages/karlexceed/falling_dirt/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;metavectors;https://github.com/theFox6/metavectors;;;;;;[Metavectors] vectors using metatables to make coding easier;https://content.minetest.net/packages/theFox/metavectors/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;cellestiall;https://github.com/appgurueu/cellestiall;cellestial ;;;;;[World of Life] Simulates 3D cellular automata in your entire world. WARNING: you will lose items & buildings in your world.;https://content.minetest.net/packages/LMD/cellestiall/;https://forum.minetest.net/viewtopic.php?t=24457;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;cycle_limit;https://github.com/appgurueu/cycle_limit;modlib ;;;;;[Cycle Limit] Limits hotbar slot switching;https://content.minetest.net/packages/LMD/cycle_limit/;https://forum.minetest.net/viewtopic.php?t=24614;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;bulletin_boards;https://github.com/minetest-mods/bulletin_boards;;;;;;[Global Bulletin Boards] Allows creation of global bulletin boards where players can post public messages;https://content.minetest.net/packages/FaceDeer/bulletin_boards/;https://forum.minetest.net/viewtopic.php?t=24097;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;mt2fa;https://github.com/sofar/mt2fa;fsc ;;;;;[Minetest 2-Factor Authentication] Adds server and player email confirmation to add an extra layer of security.;https://content.minetest.net/packages/sofar/mt2fa/;https://forum.minetest.net/viewtopic.php?t=19313;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;cmd_aliases;https://github.com/minetest-mods/cmd_aliases;;;;;;[Cmd Aliases] Adds chat command aliases.;https://content.minetest.net/packages/rubenwardy/cmd_aliases/;https://forum.minetest.net/viewtopic.php?t=13191;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;font_botic;https://github.com/pyrollo/font_botic;font_api ;;;;;[Botic Font] Botic font minetest mod for font API ;https://content.minetest.net/packages/Pyrollo/font_botic/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;matrix_chat;https://github.com/diggers-mt/matrix_chat;;;;;;[Matrix Chat] This mod creates a bridge between a Matrix channel and the in-game chat!;https://content.minetest.net/packages/joenas/matrix_chat/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;chat_filter;https://github.com/NoNameDude/minetest-chat-filter.git;default ;;;;;[Chat Filter] Minetest Chat Filter a simple but usefull minetest chatfilter mod made by xXNicoXx;https://content.minetest.net/packages/xXNicoXx/chat_filter/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;blacklist_name;https://github.com/clobberxd/blacklist_name;;;;;;[Blacklist Name] Blacklist offensive names, forcing players to join with different names.;https://content.minetest.net/packages/ANAND/blacklist_name/;https://forum.minetest.net/viewtopic.php?t=20261;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
